Stage,Date,Distance,Origin,Destination,Type,Winner,Winner_Country,Year,rider_name,Gen_type,birth_date,birth_city
22,1933-07-22,169.0,Rennes,Caen,Plain stage,René Le Grevès,FRA,1933,René_Le_Grevès,Flat stage,1910-06-06,14e arrondissement de Paris
23,1933-07-23,222.0,Caen,Paris,Plain stage,Learco Guerra,ITA,1933,Learco_Guerra,Flat stage,1902-10-14,Bagnolo San Vito
1,1932-07-06,208.0,Paris,Caen,Plain stage,Jean Aerts,BEL,1932,Jean_Aerts,Flat stage,1907-09-08,Laeken
2,1932-07-07,300.0,Caen,Nantes,Plain stage,Kurt Stöpel,GER,1932,Kurt_Stöpel,Flat stage,1908-03-12,Berlin
3,1932-07-09,387.0,Nantes,Bordeaux,Plain stage,André Leducq,FRA,1932,André_Leducq,Flat stage,1904-02-27,Saint-Ouen-sur-Seine
4,1932-07-11,206.0,Bordeaux,Pau,Plain stage,Georges Ronsse,BEL,1932,Georges_Ronsse,Flat stage,1906-03-04,Anvers
5,1932-07-12,229.0,Pau,Luchon,Stage with mountain(s),Antonio Pesenti,ITA,1932,Antonio_Pesenti,Mountain stage,1908-05-17,Zogno
6,1932-07-14,322.0,Luchon,Perpignan,Stage with mountain(s),Frans Bonduel,BEL,1932,Frans_Bonduel,Mountain stage,1907-09-26,Termonde
7,1932-07-16,168.0,Perpignan,Montpellier,Plain stage,Frans Bonduel,BEL,1932,Frans_Bonduel,Flat stage,1907-09-26,Termonde
8,1932-07-17,206.0,Montpellier,Marseille,Plain stage,Michele Orecchia,ITA,1932,Michele_Orecchia,Flat stage,1903-12-26,Marseille
9,1932-07-18,191.0,Marseille,Cannes,Plain stage,Rafaele di Paco,ITA,1932,Rafaele_di_Paco,Flat stage,,
10,1932-07-19,132.0,Cannes,Nice,Stage with mountain(s),Francesco Camusso,ITA,1932,Francesco_Camusso,Mountain stage,1908-03-09,Cumiana
11,1932-07-21,233.0,Nice,Gap,Stage with mountain(s),André Leducq,FRA,1932,André_Leducq,Mountain stage,1904-02-27,Saint-Ouen-sur-Seine
12,1932-07-22,102.0,Gap,Grenoble,Stage with mountain(s),Roger Lapébie,FRA,1932,Roger_Lapébie,Mountain stage,1911-01-16,Bayonne
13,1932-07-23,230.0,Grenoble,Aix-les-Bains,Stage with mountain(s),André Leducq,FRA,1932,André_Leducq,Mountain stage,1904-02-27,Saint-Ouen-sur-Seine
14,1932-07-24,204.0,Aix-les-Bains,Evian,Stage with mountain(s),Rafaele di Paco,ITA,1932,Rafaele_di_Paco,Mountain stage,,
15,1932-07-25,291.0,Evian,Belfort,Stage with mountain(s),André Leducq,FRA,1932,André_Leducq,Mountain stage,1904-02-27,Saint-Ouen-sur-Seine
16,1932-07-26,145.0,Belfort,Strasbourg,Plain stage,Gérard Loncke,BEL,1932,Gérard_Loncke,Flat stage,1905-01-15,Overpelt
17,1932-07-27,165.0,Strasbourg,Metz,Plain stage,Rafaele di Paco,ITA,1932,Rafaele_di_Paco,Flat stage,,
18,1932-07-28,159.0,Metz,Charleville,Plain stage,Rafaele di Paco,ITA,1932,Rafaele_di_Paco,Flat stage,,
19,1932-07-29,271.0,Charleville,Malo-les-Bains,Plain stage,Gaston Rebry,BEL,1932,Gaston_Rebry,Flat stage,,
20,1932-07-30,212.0,Malo-les-Bains,Amiens,Plain stage,André Leducq,FRA,1932,André_Leducq,Flat stage,1904-02-27,Saint-Ouen-sur-Seine
21,1932-07-31,159.0,Amiens,Paris,Plain stage,André Leducq,FRA,1932,André_Leducq,Flat stage,1904-02-27,Saint-Ouen-sur-Seine
1,1931-06-30,208.0,Paris,Caen,Plain stage,Alfred Haemerlinck,BEL,1931,Alfred_Haemerlinck,Flat stage,,
2,1931-07-01,212.0,Caen,Dinan,Plain stage,Max Bulla,AUT,1931,Max_Bulla,Flat stage,1905-09-26,Vienne
3,1931-07-02,206.0,Dinan,Brest,Plain stage,Fabio Battesini,ITA,1931,Fabio_Battesini,Flat stage,1912-02-19,Virgilio
4,1931-07-03,211.0,Brest,Vannes,Plain stage,André Godinat,FRA,1931,André_Godinat,Flat stage,1903-09-03,Reuil
5,1931-07-04,202.0,Vannes,Les Sables d'Olonne,Plain stage,Charles Pélissier,FRA,1931,Charles_Pélissier,Flat stage,1903-02-20,16e arrondissement de Paris
6,1931-07-05,338.0,Les Sables d'Olonne,Bordeaux,Plain stage,Alfred Haemerlinck,BEL,1931,Alfred_Haemerlinck,Flat stage,,
7,1931-07-06,180.0,Bordeaux,Bayonne,Plain stage,Gérard Loncke,BEL,1931,Gérard_Loncke,Flat stage,1905-01-15,Overpelt
8,1931-07-07,106.0,Bayonne,Pau,Plain stage,Charles Pélissier,FRA,1931,Charles_Pélissier,Flat stage,1903-02-20,16e arrondissement de Paris
9,1931-07-08,231.0,Pau,Luchon,Stage with mountain(s),Antonin Magne,FRA,1931,Antonin_Magne,Mountain stage,1904-02-15,Ytrac
10,1931-07-10,322.0,Luchon,Perpignan,Stage with mountain(s),Rafaele di Paco,ITA,1931,Rafaele_di_Paco,Mountain stage,,
11,1931-07-12,164.0,Perpignan,Montpellier,Plain stage,Rafaele di Paco,ITA,1931,Rafaele_di_Paco,Flat stage,,
12,1931-07-13,207.0,Montpellier,Marseille,Plain stage,Max Bulla,AUT,1931,Max_Bulla,Flat stage,1905-09-26,Vienne
13,1931-07-14,181.0,Marseille,Cannes,Plain stage,Charles Pélissier,FRA,1931,Charles_Pélissier,Flat stage,1903-02-20,16e arrondissement de Paris
14,1931-07-15,132.0,Cannes,Nice,Stage with mountain(s),Eugenio Gestri,ITA,1931,Eugenio_Gestri,Mountain stage,1905-10-27,Prato
15,1931-07-17,233.0,Nice,Gap,Stage with mountain(s),Jef Demuysere,BEL,1931,Jef_Demuysere,Mountain stage,1907-07-26,Wervicq
16,1931-07-18,102.0,Gap,Grenoble,Stage with mountain(s),Charles Pélissier,FRA,1931,Charles_Pélissier,Mountain stage,1903-02-20,16e arrondissement de Paris
17,1931-07-19,230.0,Grenoble,Aix-les-Bains,Stage with mountain(s),Max Bulla,AUT,1931,Max_Bulla,Mountain stage,1905-09-26,Vienne
18,1931-07-20,204.0,Aix-les-Bains,Evian,Stage with mountain(s),Jef Demuysere,BEL,1931,Jef_Demuysere,Mountain stage,1907-07-26,Wervicq
19,1931-07-21,282.0,Evian,Belfort,Stage with mountain(s),Rafaele di Paco,ITA,1931,Rafaele_di_Paco,Mountain stage,,
20,1931-07-22,209.0,Belfort,Colmar,Stage with mountain(s),André Leducq,FRA,1931,André_Leducq,Mountain stage,1904-02-27,Saint-Ouen-sur-Seine
21,1931-07-23,192.0,Colmar,Metz,Plain stage,Rafaele di Paco,ITA,1931,Rafaele_di_Paco,Flat stage,,
22,1931-07-24,159.0,Metz,Charleville,Plain stage,Raffaele di Paco,ITA,1931,Raffaele_di_Paco,Flat stage,1908-07-06,Fauglia
23,1931-07-25,271.0,Charleville,Malo-les-Bains,Plain stage,Gaston Rebry,BEL,1931,Gaston_Rebry,Flat stage,,
24,1931-07-26,313.0,Malo-les-Bains,Paris,Plain stage,Charles Pélissier,FRA,1931,Charles_Pélissier,Flat stage,1903-02-20,16e arrondissement de Paris
1,1930-07-02,206.0,Paris,Caen,Plain stage,Charles Pélissier,FRA,1930,Charles_Pélissier,Flat stage,1903-02-20,16e arrondissement de Paris
2,1930-07-03,203.0,Caen,Dinan,Plain stage,Learco Guerra,ITA,1930,Learco_Guerra,Flat stage,1902-10-14,Bagnolo San Vito
3,1930-07-04,206.0,Dinan,Brest,Plain stage,Charles Pélissier,FRA,1930,Charles_Pélissier,Flat stage,1903-02-20,16e arrondissement de Paris
4,1930-07-05,210.0,Brest,Vannes,Plain stage,Omer Taverne,BEL,1930,Omer_Taverne,Flat stage,1904-07-27,Waudrez
5,1930-07-06,202.0,Vannes,Les Sables d'Olonne,Plain stage,André Leducq,FRA,1930,André_Leducq,Flat stage,1904-02-27,Saint-Ouen-sur-Seine
6,1930-07-07,285.0,Les Sables d'Olonne,Bordeaux,Plain stage,Jean Aerts,BEL,1930,Jean_Aerts,Flat stage,1907-09-08,Laeken
7,1930-07-08,222.0,Bordeaux,Hendaye,Plain stage,Jules Merviel,FRA,1930,Jules_Merviel,Flat stage,1906-09-29,Saint-Beauzély
8,1930-07-09,146.0,Hendaye,Pau,Plain stage,Alfredo Binda,ITA,1930,Alfredo_Binda,Flat stage,1902-08-11,Cittiglio
9,1930-07-10,231.0,Pau,Luchon,Stage with mountain(s),Alfredo Binda,ITA,1930,Alfredo_Binda,Mountain stage,1902-08-11,Cittiglio
10,1930-07-12,322.0,Luchon,Perpignan,Stage with mountain(s),Charles Pélissier,FRA,1930,Charles_Pélissier,Mountain stage,1903-02-20,16e arrondissement de Paris
11,1930-07-14,164.0,Perpignan,Montpellier,Plain stage,Charles Pélissier,FRA,1930,Charles_Pélissier,Flat stage,1903-02-20,16e arrondissement de Paris
12,1930-07-15,209.0,Montpellier,Marseille,Plain stage,Antonin Magne,FRA,1930,Antonin_Magne,Flat stage,1904-02-15,Ytrac
13,1930-07-16,181.0,Marseille,Cannes,Plain stage,Learco Guerra,ITA,1930,Learco_Guerra,Flat stage,1902-10-14,Bagnolo San Vito
14,1930-07-17,132.0,Cannes,Nice,Stage with mountain(s),Louis Peglion,FRA,1930,Louis_Peglion,Mountain stage,1906-03-08,Marseille
15,1930-07-19,333.0,Nice,Grenoble,Stage with mountain(s),Learco Guerra,ITA,1930,Learco_Guerra,Mountain stage,1902-10-14,Bagnolo San Vito
16,1930-07-21,331.0,Grenoble,Evian,Stage with mountain(s),André Leducq,FRA,1930,André_Leducq,Mountain stage,1904-02-27,Saint-Ouen-sur-Seine
17,1930-07-23,282.0,Evian,Belfort,Stage with mountain(s),Frans Bonduel,BEL,1930,Frans_Bonduel,Mountain stage,1907-09-26,Termonde
18,1930-07-24,223.0,Belfort,Metz,Plain stage,Charles Pélissier,FRA,1930,Charles_Pélissier,Flat stage,1903-02-20,16e arrondissement de Paris
19,1930-07-25,159.0,Metz,Charleville,Plain stage,Charles Pélissier,FRA,1930,Charles_Pélissier,Flat stage,1903-02-20,16e arrondissement de Paris
20,1930-07-26,271.0,Charleville,Malo-les-Bains,Plain stage,Charles Pélissier,FRA,1930,Charles_Pélissier,Flat stage,1903-02-20,16e arrondissement de Paris
21,1930-07-27,300.0,Malo-les-Bains,Paris,Plain stage,Charles Pélissier,FRA,1930,Charles_Pélissier,Flat stage,1903-02-20,16e arrondissement de Paris
1,1929-06-30,206.0,Paris,Caen,Plain stage,Aimé Dossche,BEL,1929,Aimé_Dossche,Flat stage,1902-03-28,Landegem
2,1929-07-01,140.0,Caen,Cherbourg,Plain stage,André Leducq,FRA,1929,André_Leducq,Flat stage,1904-02-27,Saint-Ouen-sur-Seine
3,1929-07-02,199.0,Cherbourg,Dinan,Plain stage,Omer Taverne,BEL,1929,Omer_Taverne,Flat stage,1904-07-27,Waudrez
4,1929-07-03,206.0,Dinan,Brest,Plain stage,Louis Delannoy,BEL,1929,Louis_Delannoy,Flat stage,1902-06-16,Anvers
5,1929-07-04,208.0,Brest,Vannes,Plain stage,Gustaaf van Slembrouck,BEL,1929,Gustaaf_van_Slembrouck,Flat stage,1902-03-25,Ostende
6,1929-07-05,206.0,Vannes,Les Sables d'Olonne,Plain stage,Paul Le Drogo,FRA,1929,Paul_Le_Drogo,Flat stage,1905-12-16,Pontivy
7,1929-07-06,285.0,Les Sables d'Olonne,Bordeaux,Plain stage,Nicolas Frantz,LUX,1929,Nicolas_Frantz,Flat stage,1899-11-04,Mamer
8,1929-07-07,182.0,Bordeaux,Bayonne,Plain stage,Julien Moineau,FRA,1929,Julien_Moineau,Flat stage,1903-11-27,Clichy
9,1929-07-09,363.0,Bayonne,Luchon,Stage with mountain(s),Salvador Cardona,ESP,1929,Salvador_Cardona,Mountain stage,1901-01-12,Alfauir
10,1929-07-11,323.0,Luchon,Perpignan,Stage with mountain(s),Jef Demuysere,BEL,1929,Jef_Demuysere,Mountain stage,1907-07-26,Wervicq
11,1929-07-13,366.0,Perpignan,Marseille,Plain stage,André Leducq,FRA,1929,André_Leducq,Flat stage,1904-02-27,Saint-Ouen-sur-Seine
12,1929-07-15,191.0,Marseille,Cannes,Team time trial,Marcel Bidot,FRA,1929,Marcel_Bidot,Flat stage,1902-12-21,4e arrondissement de Paris
13,1929-07-16,133.0,Cannes,Nice,Stage with mountain(s),Benoît Fauré,FRA,1929,Benoît_Fauré,Mountain stage,1899-01-11,Saint-Marcellin-en-Forez
14,1929-07-18,333.0,Nice,Grenoble,Stage with mountain(s),Gaston Rebry,BEL,1929,Gaston_Rebry,Mountain stage,,
15,1929-07-20,329.0,Grenoble,Evian,Stage with mountain(s),Julien Vervaecke,BEL,1929,Julien_Vervaecke,Mountain stage,1899-11-03,Moorslede
16,1929-07-22,283.0,Evian,Belfort,Stage with mountain(s),Charles Pélissier,FRA,1929,Charles_Pélissier,Mountain stage,1903-02-20,16e arrondissement de Paris
17,1929-07-23,145.0,Belfort,Strasbourg,Plain stage,André Leducq,FRA,1929,André_Leducq,Flat stage,1904-02-27,Saint-Ouen-sur-Seine
18,1929-07-24,165.0,Strasbourg,Metz,Plain stage,André Leducq,FRA,1929,André_Leducq,Flat stage,1904-02-27,Saint-Ouen-sur-Seine
19,1929-07-25,159.0,Metz,Charleville,Team time trial,Bernard van Rysselberghe,BEL,1929,Bernard_van_Rysselberghe,Flat stage,1905-10-05,Laerne
20,1929-07-26,270.0,Charleville,Malo-les-Bains,Team time trial,Maurice Dewaele,BEL,1929,Maurice_Dewaele,Flat stage,1896-12-27,Lovendegem
21,1929-07-27,234.0,Malo-les-Bains,Dieppe,Plain stage,André Leducq,FRA,1929,André_Leducq,Flat stage,1904-02-27,Saint-Ouen-sur-Seine
22,1929-07-28,332.0,Dieppe,Paris,Plain stage,Nicolas Frantz,LUX,1929,Nicolas_Frantz,Flat stage,1899-11-04,Mamer
1,1928-06-17,207.0,Paris,Caen,Team time trial,Nicolas Frantz,LUX,1928,Nicolas_Frantz,Flat stage,1899-11-04,Mamer
2,1928-06-18,140.0,Caen,Cherbourg,Team time trial,André Leducq,FRA,1928,André_Leducq,Flat stage,1904-02-27,Saint-Ouen-sur-Seine
3,1928-06-19,199.0,Cherbourg,Dinan,Team time trial,Gaston Rebry,BEL,1928,Gaston_Rebry,Flat stage,,
4,1928-06-20,206.0,Dinan,Brest,Team time trial,Pé Verhaegen,BEL,1928,Pé_Verhaegen,Flat stage,1902-02-20,Tremelo
5,1928-06-21,208.0,Brest,Vannes,Team time trial,Marcel Bidot,FRA,1928,Marcel_Bidot,Flat stage,1902-12-21,4e arrondissement de Paris
6,1928-06-22,204.0,Vannes,Les Sables d'Olonne,Team time trial,Nicolas Frantz,LUX,1928,Nicolas_Frantz,Flat stage,1899-11-04,Mamer
7,1928-06-23,285.0,Les Sables d'Olonne,Bordeaux,Team time trial,Victor Fontan,FRA,1928,Victor_Fontan,Flat stage,1892-06-18,Pau
8,1928-06-24,225.0,Bordeaux,Hendaye,Team time trial,Maurice Dewaele,BEL,1928,Maurice_Dewaele,Flat stage,1896-12-27,Lovendegem
9,1928-06-26,387.0,Hendaye,Luchon,Stage with mountain(s),Victor Fontan,FRA,1928,Victor_Fontan,Mountain stage,1892-06-18,Pau
10,1928-06-28,323.0,Luchon,Perpignan,Stage with mountain(s),André Leducq,FRA,1928,André_Leducq,Mountain stage,1904-02-27,Saint-Ouen-sur-Seine
11,1928-06-30,363.0,Perpignan,Marseille,Plain stage,André Leducq,FRA,1928,André_Leducq,Flat stage,1904-02-27,Saint-Ouen-sur-Seine
12,1928-07-02,330.0,Marseille,Nice,Stage with mountain(s),Nicolas Frantz,LUX,1928,Nicolas_Frantz,Mountain stage,1899-11-04,Mamer
13,1928-07-04,333.0,Nice,Grenoble,Stage with mountain(s),Antonin Magne,FRA,1928,Antonin_Magne,Mountain stage,1904-02-15,Ytrac
14,1928-07-06,329.0,Grenoble,Evian,Stage with mountain(s),Julien Moineau,FRA,1928,Julien_Moineau,Mountain stage,1903-11-27,Clichy
15,1928-07-08,213.0,Evian,Pontarlier,Team time trial,Pierre Magne,FRA,1928,Pierre_Magne,Flat stage,1806-12-03,Périgueux
16,1928-07-09,119.0,Pontarlier,Belfort,Team time trial,André Leducq,FRA,1928,André_Leducq,Flat stage,1904-02-27,Saint-Ouen-sur-Seine
17,1928-07-10,145.0,Belfort,Strasbourg,Team time trial,Joseph Mauclair,FRA,1928,Joseph_Mauclair,Flat stage,1906-03-09,Pleurs
18,1928-07-11,165.0,Strasbourg,Metz,Team time trial,Nicolas Frantz,LUX,1928,Nicolas_Frantz,Flat stage,1899-11-04,Mamer
19,1928-07-12,159.0,Metz,Charleville,Team time trial,Marcel Huot,FRA,1928,Marcel_Huot,Flat stage,1896-09-09,Épernay
20,1928-07-13,271.0,Charleville,Malo-les-Bains,Team time trial,Maurice Dewaele,BEL,1928,Maurice_Dewaele,Flat stage,1896-12-27,Lovendegem
21,1928-07-14,234.0,Malo-les-Bains,Dieppe,Team time trial,Antonin Magne,FRA,1928,Antonin_Magne,Flat stage,1904-02-15,Ytrac
22,1928-07-15,331.0,Dieppe,Paris,Plain stage,Nicolas Frantz,LUX,1928,Nicolas_Frantz,Flat stage,1899-11-04,Mamer
1,1927-06-19,180.0,Paris,Dieppe,Team time trial,Francis Pélissier,FRA,1927,Francis_Pélissier,Flat stage,1894-06-13,18e arrondissement de Paris
2,1927-06-20,103.0,Dieppe,Le Havre,Team time trial,Maurice Dewaele,BEL,1927,Maurice_Dewaele,Flat stage,1896-12-27,Lovendegem
3,1927-06-21,225.0,Le Havre,Caen,Team time trial,Hector Martin,BEL,1927,Hector_Martin,Flat stage,1898-12-26,Roulers
4,1927-06-22,140.0,Caen,Cherbourg,Team time trial,Camille van de Casteele,BEL,1927,Camille_van_de_Casteele,Flat stage,1902-06-27,Saint-André
5,1927-06-23,199.0,Cherbourg,Dinan,Team time trial,Ferdinand Le Drogo,FRA,1927,Ferdinand_Le_Drogo,Flat stage,1903-10-10,Pontivy
6,1927-06-24,206.0,Dinan,Brest,Team time trial,André Leducq,FRA,1927,André_Leducq,Flat stage,1904-02-27,Saint-Ouen-sur-Seine
7,1927-06-25,207.0,Brest,Vannes,Team time trial,Gustaaf van Slembrouck,BEL,1927,Gustaaf_van_Slembrouck,Flat stage,1902-03-25,Ostende
8,1927-06-26,204.0,Vannes,Les Sables d'Olonne,Team time trial,Raymond Decorte,BEL,1927,Raymond_Decorte,Flat stage,1898-03-17,Waarschoot
9,1927-06-27,285.0,Les Sables d'Olonne,Bordeaux,Team time trial,Adelin Benoit,BEL,1927,Adelin_Benoit,Flat stage,1900-05-12,Châtelet
10,1927-06-28,189.0,Bordeaux,Bayonne,Plain stage,Pé Verhaegen,BEL,1927,Pé_Verhaegen,Flat stage,1902-02-20,Tremelo
11,1927-06-30,326.0,Bayonne,Luchon,Stage with mountain(s),Nicolas Frantz,LUX,1927,Nicolas_Frantz,Mountain stage,1899-11-04,Mamer
12,1927-07-02,323.0,Luchon,Perpignan,Stage with mountain(s),Gustaaf van Slembrouck,BEL,1927,Gustaaf_van_Slembrouck,Mountain stage,1902-03-25,Ostende
13,1927-07-04,360.0,Perpignan,Marseille,Plain stage,Maurice Dewaele,BEL,1927,Maurice_Dewaele,Flat stage,1896-12-27,Lovendegem
14,1927-07-05,120.0,Marseille,Toulon,Team time trial,Antonin Magne,FRA,1927,Antonin_Magne,Flat stage,1904-02-15,Ytrac
15,1927-07-06,220.0,Toulon,Nice,Stage with mountain(s),Nicolas Frantz,LUX,1927,Nicolas_Frantz,Mountain stage,1899-11-04,Mamer
16,1927-07-08,275.0,Nice,Briançon,Stage with mountain(s),Julien Vervaecke,BEL,1927,Julien_Vervaecke,Mountain stage,1899-11-03,Moorslede
17,1927-07-09,283.0,Briançon,Evian,Stage with mountain(s),Pé Verhaegen,BEL,1927,Pé_Verhaegen,Mountain stage,1902-02-20,Tremelo
18,1927-07-11,213.0,Evian,Pontarlier,Team time trial,Adelin Benoit,BEL,1927,Adelin_Benoit,Flat stage,1900-05-12,Châtelet
19,1927-07-12,119.0,Pontarlier,Belfort,Team time trial,Maurice Geldhof,BEL,1927,Maurice_Geldhof,Flat stage,1905-10-22,Slypskapelle (d)
20,1927-07-13,145.0,Belfort,Strasbourg,Team time trial,Raymond Decorte,BEL,1927,Raymond_Decorte,Flat stage,1898-03-17,Waarschoot
21,1927-07-14,165.0,Strasbourg,Metz,Team time trial,Nicolas Frantz,LUX,1927,Nicolas_Frantz,Flat stage,1899-11-04,Mamer
22,1927-07-15,159.0,Metz,Charleville,Team time trial,Hector Martin,BEL,1927,Hector_Martin,Flat stage,1898-12-26,Roulers
23,1927-07-16,270.0,Charleville,Dunkerque,Team time trial,André Leducq,FRA,1927,André_Leducq,Flat stage,1904-02-27,Saint-Ouen-sur-Seine
24,1927-07-17,344.0,Dunkerque,Paris,Plain stage,André Leducq,FRA,1927,André_Leducq,Flat stage,1904-02-27,Saint-Ouen-sur-Seine
1,1926-06-20,373.0,Evian,Mülhausen,Plain stage,Jules Buysse,BEL,1926,Jules_Buysse,Flat stage,1901-08-13,Wontergem
2,1926-06-22,334.0,Mülhausen,Metz,Plain stage,Aimé Dossche,BEL,1926,Aimé_Dossche,Flat stage,1902-03-28,Landegem
3,1926-06-24,433.0,Metz,Dunkerque,Plain stage,Gustaaf van Slembrouck,BEL,1926,Gustaaf_van_Slembrouck,Flat stage,1902-03-25,Ostende
4,1926-06-26,361.0,Dunkerque,Le Havre,Plain stage,Félix Sellier,BEL,1926,Félix_Sellier,Flat stage,1893-01-02,Spy
5,1926-06-28,357.0,Le Havre,Cherbourg,Plain stage,Adelin Benoit,BEL,1926,Adelin_Benoit,Flat stage,1900-05-12,Châtelet
6,1926-06-30,405.0,Cherbourg,Brest,Plain stage,Joseph van Dam,BEL,1926,Joseph_van_Dam,Flat stage,,
7,1926-07-02,412.0,Brest,Les Sables d'Olonne,Plain stage,Nicolas Frantz,LUX,1926,Nicolas_Frantz,Flat stage,1899-11-04,Mamer
8,1926-07-03,285.0,Les Sables d'Olonne,Bordeaux,Plain stage,Joseph van Dam,BEL,1926,Joseph_van_Dam,Flat stage,,
9,1926-07-04,189.0,Bordeaux,Bayonne,Plain stage,Nicolas Frantz,LUX,1926,Nicolas_Frantz,Flat stage,1899-11-04,Mamer
10,1926-07-06,326.0,Bayonne,Luchon,Stage with mountain(s),Lucien Buysse,BEL,1926,Lucien_Buysse,Mountain stage,1892-09-11,Deinze
11,1926-07-08,323.0,Luchon,Perpignan,Stage with mountain(s),Lucien Buysse,BEL,1926,Lucien_Buysse,Mountain stage,1892-09-11,Deinze
12,1926-07-10,427.0,Perpignan,Toulon,Plain stage,Nicolas Frantz,LUX,1926,Nicolas_Frantz,Flat stage,1899-11-04,Mamer
13,1926-07-12,280.0,Toulon,Nice,Plain stage,Nicolas Frantz,LUX,1926,Nicolas_Frantz,Flat stage,1899-11-04,Mamer
14,1926-07-14,275.0,Nice,Briançon,Stage with mountain(s),Bartolomeo Aimo,ITA,1926,Bartolomeo_Aimo,Mountain stage,1889-09-24,Carignan
15,1926-07-16,303.0,Briançon,Evian,Stage with mountain(s),Joseph van Dam,BEL,1926,Joseph_van_Dam,Mountain stage,,
16,1926-07-17,321.0,Evian,Dijon,Plain stage,Camille van de Casteele,BEL,1926,Camille_van_de_Casteele,Flat stage,1902-06-27,Saint-André
17,1926-07-18,341.0,Dijon,Paris,Plain stage,Aimé Dossche,BEL,1926,Aimé_Dossche,Flat stage,1902-03-28,Landegem
1,1925-06-21,340.0,Paris,Le Havre,Plain stage,Ottavio Bottecchia,ITA,1925,Ottavio_Bottecchia,Flat stage,1894-08-01,San Martino
2,1925-06-23,371.0,Le Havre,Cherbourg,Plain stage,Romain Bellenger,FRA,1925,Romain_Bellenger,Flat stage,1894-01-18,18e arrondissement de Paris
3,1925-06-25,405.0,Cherbourg,Brest,Plain stage,Louis Mottiat,BEL,1925,Louis_Mottiat,Flat stage,1889-07-06,Bouffioulx
4,1925-06-26,208.0,Brest,Vannes,Plain stage,Nicolas Frantz,LUX,1925,Nicolas_Frantz,Flat stage,1899-11-04,Mamer
5,1925-06-27,204.0,Vannes,Les Sables-d'Olonne,Plain stage,Nicolas Frantz,LUX,1925,Nicolas_Frantz,Flat stage,1899-11-04,Mamer
6,1925-06-28,293.0,Les Sables-d'Olonne,Bordeaux,Plain stage,Ottavio Bottecchia,ITA,1925,Ottavio_Bottecchia,Flat stage,1894-08-01,San Martino
7,1925-06-29,189.0,Bordeaux,Bayonne,Plain stage,Ottavio Bottecchia,ITA,1925,Ottavio_Bottecchia,Flat stage,1894-08-01,San Martino
8,1925-07-01,326.0,Bayonne,Luchon,Stage with mountain(s),Adelin Benoît,BEL,1925,Adelin_Benoît,Mountain stage,1900-05-12,Châtelet
9,1925-07-03,323.0,Luchon,Perpignan,Stage with mountain(s),Nicolas Frantz,LUX,1925,Nicolas_Frantz,Mountain stage,1899-11-04,Mamer
10,1925-07-04,215.0,Perpignan,Nîmes,Plain stage,Theophile Beeckman,BEL,1925,Theophile_Beeckman,Flat stage,1896-11-01,Meerbeke
11,1925-07-05,215.0,Nîmes,Toulon,Plain stage,Lucien Buysse,BEL,1925,Lucien_Buysse,Flat stage,1892-09-11,Deinze
12,1925-07-07,280.0,Toulon,Nice,Stage with mountain(s),Lucien Buysse,BEL,1925,Lucien_Buysse,Mountain stage,1892-09-11,Deinze
13,1925-07-09,275.0,Nice,Briançon,Stage with mountain(s),Bartolomeo Aimo,ITA,1925,Bartolomeo_Aimo,Mountain stage,1889-09-24,Carignan
14,1925-07-11,303.0,Briançon,Evian,Stage with mountain(s),Hector Martin,BEL,1925,Hector_Martin,Mountain stage,1898-12-26,Roulers
15,1925-07-13,373.0,Evian,Mulhouse,Stage with mountain(s),Nicolas Frantz,LUX,1925,Nicolas_Frantz,Mountain stage,1899-11-04,Mamer
16,1925-07-15,334.0,Mulhouse,Metz,Plain stage,Hector Martin,BEL,1925,Hector_Martin,Flat stage,1898-12-26,Roulers
17,1925-07-17,433.0,Metz,Dunkerque,Plain stage,Hector Martin,BEL,1925,Hector_Martin,Flat stage,1898-12-26,Roulers
18,1925-07-19,343.0,Dunkerque,Paris,Plain stage,Ottavio Bottecchia,ITA,1925,Ottavio_Bottecchia,Flat stage,1894-08-01,San Martino
1,1924-06-22,381.0,Paris,Le Havre,Plain stage,Ottavio Bottecchia,ITA,1924,Ottavio_Bottecchia,Flat stage,1894-08-01,San Martino
2,1924-06-24,371.0,Le Havre,Cherbourg,Plain stage,Romain Bellenger,FRA,1924,Romain_Bellenger,Flat stage,1894-01-18,18e arrondissement de Paris
3,1924-06-26,405.0,Cherbourg,Brest,Plain stage,Philippe Thys  Théophile Beeckman,"c(""BEL"", ""BEL"")",1924,Philippe_Thys_ Théophile_Beeckman,Flat stage,,
4,1924-06-28,412.0,Brest,Les Sables-d'Olonne,Plain stage,Félix Goethals,FRA,1924,Félix_Goethals,Flat stage,1891-01-14,Rinxent
